,b,f,n,snr,variable,value,Error Type,Segmentation Method,Signal to Noise Ratio,Error Rate
289,6,222,11,19.6363636364,four_means_ce,0.0,Object Count Error,four_means,19.6363636364,0.0
290,46,154,15,7.2,four_means_ce,0.0,Object Count Error,four_means,7.2,0.0
291,37,117,20,4.0,four_means_ce,-0.49119717,Object Count Error,four_means,4.0,-0.49119717
292,35,234,13,15.3076923077,four_means_ce,0.0,Object Count Error,four_means,15.3076923077,0.0
293,40,132,7,13.1428571429,four_means_ce,0.0,Object Count Error,four_means,13.1428571429,0.0
294,36,103,18,3.72222222222,four_means_ce,-0.6363636,Object Count Error,four_means,3.72222222222,-0.6363636
295,12,121,14,7.78571428571,four_means_ce,0.0,Object Count Error,four_means,7.78571428571,0.0
296,3,218,15,14.3333333333,four_means_ce,0.0,Object Count Error,four_means,14.3333333333,0.0
297,9,105,20,4.8,four_means_ce,-0.17035775,Object Count Error,four_means,4.8,-0.17035775
298,43,103,24,2.5,four_means_ce,-4.028146,Object Count Error,four_means,2.5,-4.028146
299,50,238,13,14.4615384615,four_means_ce,0.0,Object Count Error,four_means,14.4615384615,0.0
300,39,187,23,6.4347826087,four_means_ce,-0.0068610637,Object Count Error,four_means,6.4347826087,-0.0068610637
301,42,223,15,12.0666666667,four_means_ce,0.0,Object Count Error,four_means,12.0666666667,0.0
302,9,152,9,15.8888888889,four_means_ce,0.0,Object Count Error,four_means,15.8888888889,0.0
303,6,69,19,3.31578947368,four_means_ce,-1.2396007,Object Count Error,four_means,3.31578947368,-1.2396007
304,39,240,10,20.1,four_means_ce,0.0,Object Count Error,four_means,20.1,0.0
305,12,186,22,7.90909090909,four_means_ce,0.0,Object Count Error,four_means,7.90909090909,0.0
306,38,210,12,14.3333333333,four_means_ce,0.0,Object Count Error,four_means,14.3333333333,0.0
307,3,190,8,23.375,four_means_ce,0.0,Object Count Error,four_means,23.375,0.0
308,27,155,11,11.6363636364,four_means_ce,0.0,Object Count Error,four_means,11.6363636364,0.0
309,4,81,5,15.4,four_means_ce,0.0,Object Count Error,four_means,15.4,0.0
310,11,183,17,10.1176470588,four_means_ce,0.0,Object Count Error,four_means,10.1176470588,0.0
311,23,162,20,6.95,four_means_ce,-0.0017667845,Object Count Error,four_means,6.95,-0.0017667845
312,33,126,21,4.42857142857,four_means_ce,-0.24754098,Object Count Error,four_means,4.42857142857,-0.24754098
313,35,202,5,33.4,four_means_ce,0.0,Object Count Error,four_means,33.4,0.0
314,39,91,5,10.4,four_means_ce,0.0,Object Count Error,four_means,10.4,0.0
315,47,238,8,23.875,four_means_ce,0.0,Object Count Error,four_means,23.875,0.0
316,49,152,9,11.4444444444,four_means_ce,0.0,Object Count Error,four_means,11.4444444444,0.0
317,20,229,14,14.9285714286,four_means_ce,0.0,Object Count Error,four_means,14.9285714286,0.0
318,46,151,6,17.5,four_means_ce,0.0,Object Count Error,four_means,17.5,0.0
319,42,157,22,5.22727272727,four_means_ce,-0.07479675,Object Count Error,four_means,5.22727272727,-0.07479675
320,7,178,8,21.375,four_means_ce,0.0,Object Count Error,four_means,21.375,0.0
321,12,182,12,14.1666666667,four_means_ce,0.0,Object Count Error,four_means,14.1666666667,0.0
322,3,195,25,7.68,four_means_ce,0.0,Object Count Error,four_means,7.68,0.0
323,37,88,24,2.125,four_means_ce,-6.6740236,Object Count Error,four_means,2.125,-6.6740236
324,27,135,10,10.8,four_means_ce,0.0,Object Count Error,four_means,10.8,0.0
325,12,124,23,4.86956521739,four_means_ce,-0.1310116,Object Count Error,four_means,4.86956521739,-0.1310116
326,30,119,13,6.84615384615,four_means_ce,-0.008305647,Object Count Error,four_means,6.84615384615,-0.008305647
327,39,143,15,6.93333333333,four_means_ce,-0.0066006603,Object Count Error,four_means,6.93333333333,-0.0066006603
328,38,88,25,2.0,four_means_ce,-6.7619863,Object Count Error,four_means,2.0,-6.7619863
329,36,150,25,4.56,four_means_ce,-0.2385159,Object Count Error,four_means,4.56,-0.2385159
330,9,170,6,26.8333333333,four_means_pe,0.0,Foreground Pixel Count Error,four_means,26.8333333333,0.0
331,36,138,19,5.36842105263,four_means_pe,0.014216366224,Foreground Pixel Count Error,four_means,5.36842105263,0.014216366224
332,24,74,16,3.125,four_means_pe,-0.0500453300774,Foreground Pixel Count Error,four_means,3.125,-0.0500453300774
333,38,165,15,8.46666666667,four_means_pe,0.0,Foreground Pixel Count Error,four_means,8.46666666667,0.0
334,26,217,15,12.7333333333,four_means_pe,0.0,Foreground Pixel Count Error,four_means,12.7333333333,0.0
335,5,105,15,6.66666666667,four_means_pe,0.00256916997023,Foreground Pixel Count Error,four_means,6.66666666667,0.00256916997023
336,13,129,19,6.10526315789,four_means_pe,0.00457624020055,Foreground Pixel Count Error,four_means,6.10526315789,0.00457624020055
337,3,86,25,3.32,four_means_pe,0.0195491090417,Foreground Pixel Count Error,four_means,3.32,0.0195491090417
338,48,219,8,21.375,four_means_pe,0.0,Foreground Pixel Count Error,four_means,21.375,0.0
339,9,192,21,8.71428571429,four_means_pe,0.000155545189045,Foreground Pixel Count Error,four_means,8.71428571429,0.000155545189045
340,15,68,20,2.65,four_means_pe,-0.189137935638,Foreground Pixel Count Error,four_means,2.65,-0.189137935638
341,28,137,13,8.38461538462,four_means_pe,0.000154154462507,Foreground Pixel Count Error,four_means,8.38461538462,0.000154154462507
342,18,197,24,7.45833333333,four_means_pe,0.00166472443379,Foreground Pixel Count Error,four_means,7.45833333333,0.00166472443379
343,37,232,6,32.5,four_means_pe,0.0,Foreground Pixel Count Error,four_means,32.5,0.0
344,49,168,17,7.0,four_means_pe,0.00243673846126,Foreground Pixel Count Error,four_means,7.0,0.00243673846126
345,26,188,20,8.1,four_means_pe,0.000182848787517,Foreground Pixel Count Error,four_means,8.1,0.000182848787517
346,38,146,15,7.2,four_means_pe,0.00141517783049,Foreground Pixel Count Error,four_means,7.2,0.00141517783049
347,7,166,7,22.7142857143,four_means_pe,0.0,Foreground Pixel Count Error,four_means,22.7142857143,0.0
348,9,185,20,8.8,four_means_pe,0.0,Foreground Pixel Count Error,four_means,8.8,0.0
349,13,229,20,10.8,four_means_pe,0.0,Foreground Pixel Count Error,four_means,10.8,0.0
350,7,101,21,4.47619047619,four_means_pe,0.0346098393202,Foreground Pixel Count Error,four_means,4.47619047619,0.0346098393202
351,8,137,5,25.8,four_means_pe,0.0,Foreground Pixel Count Error,four_means,25.8,0.0
352,35,140,12,8.75,four_means_pe,0.000193911182578,Foreground Pixel Count Error,four_means,8.75,0.000193911182578
353,26,128,7,14.5714285714,four_means_pe,0.0,Foreground Pixel Count Error,four_means,14.5714285714,0.0
354,42,173,8,16.375,four_means_pe,0.0,Foreground Pixel Count Error,four_means,16.375,0.0
355,27,218,10,19.1,four_means_pe,0.0,Foreground Pixel Count Error,four_means,19.1,0.0
356,1,204,24,8.45833333333,four_means_pe,0.000168321828824,Foreground Pixel Count Error,four_means,8.45833333333,0.000168321828824
357,3,164,13,12.3846153846,four_means_pe,0.0,Foreground Pixel Count Error,four_means,12.3846153846,0.0
358,25,124,11,9.0,four_means_pe,0.0,Foreground Pixel Count Error,four_means,9.0,0.0
359,30,129,23,4.30434782609,four_means_pe,0.0282466411591,Foreground Pixel Count Error,four_means,4.30434782609,0.0282466411591
360,4,174,18,9.44444444444,four_means_pe,0.0,Foreground Pixel Count Error,four_means,9.44444444444,0.0
361,24,94,19,3.68421052632,four_means_pe,0.0337538346648,Foreground Pixel Count Error,four_means,3.68421052632,0.0337538346648
362,35,201,17,9.76470588235,four_means_pe,0.0,Foreground Pixel Count Error,four_means,9.76470588235,0.0
363,35,162,6,21.1666666667,four_means_pe,0.0,Foreground Pixel Count Error,four_means,21.1666666667,0.0
364,6,147,16,8.8125,four_means_pe,0.000334728043526,Foreground Pixel Count Error,four_means,8.8125,0.000334728043526
365,6,221,25,8.6,four_means_pe,0.0,Foreground Pixel Count Error,four_means,8.6,0.0
366,33,181,11,13.4545454545,four_means_pe,0.0,Foreground Pixel Count Error,four_means,13.4545454545,0.0
367,41,229,8,23.5,four_means_pe,0.0,Foreground Pixel Count Error,four_means,23.5,0.0
368,19,169,10,15.0,four_means_pe,0.0,Foreground Pixel Count Error,four_means,15.0,0.0
369,50,173,14,8.78571428571,four_means_pe,0.000351988739567,Foreground Pixel Count Error,four_means,8.78571428571,0.000351988739567
370,11,196,23,8.04347826087,four_means_pe,0.0,Foreground Pixel Count Error,four_means,8.04347826087,0.0
371,12,229,21,10.3333333333,four_means_pe,0.0,Foreground Pixel Count Error,four_means,10.3333333333,0.0
372,25,101,21,3.61904761905,four_means_pe,0.0205782316625,Foreground Pixel Count Error,four_means,3.61904761905,0.0205782316625
373,6,133,19,6.68421052632,four_means_pe,0.00212002615444,Foreground Pixel Count Error,four_means,6.68421052632,0.00212002615444
374,25,84,6,9.83333333333,four_means_pe,0.000172830972588,Foreground Pixel Count Error,four_means,9.83333333333,0.000172830972588
375,4,154,14,10.7142857143,four_means_pe,0.0,Foreground Pixel Count Error,four_means,10.7142857143,0.0
376,2,104,23,4.4347826087,four_means_pe,0.0439869649708,Foreground Pixel Count Error,four_means,4.4347826087,0.0439869649708
377,44,232,25,7.52,four_means_pe,0.00140498776454,Foreground Pixel Count Error,four_means,7.52,0.00140498776454
378,44,132,22,4.0,four_means_pe,0.0311233587563,Foreground Pixel Count Error,four_means,4.0,0.0311233587563
379,19,169,19,7.89473684211,four_means_pe,0.000322580657667,Foreground Pixel Count Error,four_means,7.89473684211,0.000322580657667
380,15,217,16,12.625,four_means_pe,0.0,Foreground Pixel Count Error,four_means,12.625,0.0
381,1,213,17,12.4705882353,four_means_pe,0.0,Foreground Pixel Count Error,four_means,12.4705882353,0.0
382,18,129,7,15.8571428571,four_means_pe,0.0,Foreground Pixel Count Error,four_means,15.8571428571,0.0
383,31,212,7,25.8571428571,four_means_pe,0.0,Foreground Pixel Count Error,four_means,25.8571428571,0.0
384,7,167,15,10.6666666667,four_means_pe,0.0,Foreground Pixel Count Error,four_means,10.6666666667,0.0
385,5,205,10,20.0,four_means_pe,0.0,Foreground Pixel Count Error,four_means,20.0,0.0
386,34,119,13,6.53846153846,four_means_pe,0.00426649162546,Foreground Pixel Count Error,four_means,6.53846153846,0.00426649162546
387,32,173,15,9.4,four_means_pe,0.0,Foreground Pixel Count Error,four_means,9.4,0.0
388,13,90,10,7.7,four_means_pe,0.000194628257304,Foreground Pixel Count Error,four_means,7.7,0.000194628257304
389,20,227,18,11.5,four_means_pe,0.0,Foreground Pixel Count Error,four_means,11.5,0.0
390,26,132,24,4.41666666667,four_means_pe,0.0317404344678,Foreground Pixel Count Error,four_means,4.41666666667,0.0317404344678
391,48,200,11,13.8181818182,four_means_pe,0.0,Foreground Pixel Count Error,four_means,13.8181818182,0.0
392,21,236,6,35.8333333333,four_means_pe,0.0,Foreground Pixel Count Error,four_means,35.8333333333,0.0
393,9,210,10,20.1,four_means_pe,0.0,Foreground Pixel Count Error,four_means,20.1,0.0
394,1,217,18,12.0,four_means_pe,0.0,Foreground Pixel Count Error,four_means,12.0,0.0
395,38,176,8,17.25,four_means_pe,0.0,Foreground Pixel Count Error,four_means,17.25,0.0
396,12,125,15,7.53333333333,four_means_pe,0.000160694195074,Foreground Pixel Count Error,four_means,7.53333333333,0.000160694195074
397,37,149,25,4.48,four_means_pe,0.0251174848527,Foreground Pixel Count Error,four_means,4.48,0.0251174848527
398,49,225,10,17.6,four_means_pe,0.0,Foreground Pixel Count Error,four_means,17.6,0.0
399,19,217,5,39.6,four_means_pe,0.0,Foreground Pixel Count Error,four_means,39.6,0.0
400,50,212,14,11.5714285714,four_means_pe,0.0,Foreground Pixel Count Error,four_means,11.5714285714,0.0
401,45,141,7,13.7142857143,four_means_pe,0.0,Foreground Pixel Count Error,four_means,13.7142857143,0.0
402,22,115,22,4.22727272727,four_means_pe,0.0300451554358,Foreground Pixel Count Error,four_means,4.22727272727,0.0300451554358
403,14,117,20,5.15,four_means_pe,0.0201403722167,Foreground Pixel Count Error,four_means,5.15,0.0201403722167
404,20,141,23,5.26086956522,four_means_pe,0.0141973057762,Foreground Pixel Count Error,four_means,5.26086956522,0.0141973057762
405,8,204,15,13.0666666667,four_means_pe,0.0,Foreground Pixel Count Error,four_means,13.0666666667,0.0
406,32,193,15,10.7333333333,four_means_pe,0.0,Foreground Pixel Count Error,four_means,10.7333333333,0.0
407,35,160,7,17.8571428571,four_means_pe,0.0,Foreground Pixel Count Error,four_means,17.8571428571,0.0
408,6,197,22,8.68181818182,four_means_pe,0.000307550362777,Foreground Pixel Count Error,four_means,8.68181818182,0.000307550362777
409,16,113,5,19.4,four_means_pe,0.0,Foreground Pixel Count Error,four_means,19.4,0.0
410,50,144,6,15.6666666667,four_means_pe,0.0,Foreground Pixel Count Error,four_means,15.6666666667,0.0
411,4,218,6,35.6666666667,four_means_pe,0.0,Foreground Pixel Count Error,four_means,35.6666666667,0.0
412,6,61,11,5.0,four_means_pe,0.0223905723542,Foreground Pixel Count Error,four_means,5.0,0.0223905723542
413,13,83,17,4.11764705882,four_means_pe,0.0265309829265,Foreground Pixel Count Error,four_means,4.11764705882,0.0265309829265
414,26,201,24,7.29166666667,four_means_pe,0.00104094378185,Foreground Pixel Count Error,four_means,7.29166666667,0.00104094378185
415,20,175,17,9.11764705882,four_means_pe,0.0,Foreground Pixel Count Error,four_means,9.11764705882,0.0
416,4,151,15,9.8,four_means_pe,0.0,Foreground Pixel Count Error,four_means,9.8,0.0
417,14,127,8,14.125,four_means_pe,0.0,Foreground Pixel Count Error,four_means,14.125,0.0
418,7,166,10,15.9,four_means_pe,0.0,Foreground Pixel Count Error,four_means,15.9,0.0
419,22,192,22,7.72727272727,four_means_pe,0.000815261679236,Foreground Pixel Count Error,four_means,7.72727272727,0.000815261679236
420,25,237,5,42.4,four_means_pe,0.0,Foreground Pixel Count Error,four_means,42.4,0.0
421,50,179,16,8.0625,four_means_pe,0.000377928954549,Foreground Pixel Count Error,four_means,8.0625,0.000377928954549
422,47,191,9,16.0,four_means_pe,0.0,Foreground Pixel Count Error,four_means,16.0,0.0
423,23,179,21,7.42857142857,four_means_pe,0.000591949501541,Foreground Pixel Count Error,four_means,7.42857142857,0.000591949501541
424,10,128,18,6.55555555556,four_means_pe,0.00308041507378,Foreground Pixel Count Error,four_means,6.55555555556,0.00308041507378
425,36,176,13,10.7692307692,four_means_pe,0.0,Foreground Pixel Count Error,four_means,10.7692307692,0.0
426,21,113,19,4.84210526316,four_means_pe,0.0198073778301,Foreground Pixel Count Error,four_means,4.84210526316,0.0198073778301
427,50,202,25,6.08,four_means_pe,0.00802595634013,Foreground Pixel Count Error,four_means,6.08,0.00802595634013
428,24,92,8,8.5,four_means_pe,0.00016347883502,Foreground Pixel Count Error,four_means,8.5,0.00016347883502
429,23,88,11,5.90909090909,four_means_pe,0.0068189566955,Foreground Pixel Count Error,four_means,5.90909090909,0.0068189566955
430,13,64,19,2.68421052632,four_means_pe,-0.298056155443,Foreground Pixel Count Error,four_means,2.68421052632,-0.298056155443
431,21,180,22,7.22727272727,four_means_pe,0.00121359224431,Foreground Pixel Count Error,four_means,7.22727272727,0.00121359224431
432,1,210,8,26.125,four_means_pe,0.0,Foreground Pixel Count Error,four_means,26.125,0.0
433,6,60,22,2.45454545455,four_means_pe,-0.586247801781,Foreground Pixel Count Error,four_means,2.45454545455,-0.586247801781
434,7,217,16,13.125,four_means_pe,0.0,Foreground Pixel Count Error,four_means,13.125,0.0
435,26,200,6,29.0,four_means_pe,0.0,Foreground Pixel Count Error,four_means,29.0,0.0
436,17,122,15,7.0,four_means_pe,0.00073219841579,Foreground Pixel Count Error,four_means,7.0,0.00073219841579
437,32,151,8,14.875,four_means_pe,0.0,Foreground Pixel Count Error,four_means,14.875,0.0
438,29,188,12,13.25,four_means_pe,0.0,Foreground Pixel Count Error,four_means,13.25,0.0
439,20,204,21,8.7619047619,four_means_pe,0.000155545189045,Foreground Pixel Count Error,four_means,8.7619047619,0.000155545189045
440,6,237,8,28.875,four_means_pe,0.0,Foreground Pixel Count Error,four_means,28.875,0.0
441,16,131,21,5.47619047619,four_means_pe,0.0104825031012,Foreground Pixel Count Error,four_means,5.47619047619,0.0104825031012
442,1,163,8,20.25,four_means_pe,0.0,Foreground Pixel Count Error,four_means,20.25,0.0
443,22,68,5,9.2,four_means_pe,0.0,Foreground Pixel Count Error,four_means,9.2,0.0
444,16,222,9,22.8888888889,four_means_pe,0.0,Foreground Pixel Count Error,four_means,22.8888888889,0.0
445,23,153,11,11.8181818182,four_means_pe,0.0,Foreground Pixel Count Error,four_means,11.8181818182,0.0
446,32,119,9,9.66666666667,four_means_pe,0.0,Foreground Pixel Count Error,four_means,9.66666666667,0.0
447,48,136,22,4.0,four_means_pe,0.0386421084404,Foreground Pixel Count Error,four_means,4.0,0.0386421084404
448,45,156,21,5.28571428571,four_means_pe,0.0161375198513,Foreground Pixel Count Error,four_means,5.28571428571,0.0161375198513
449,36,230,23,8.4347826087,four_means_pe,0.000178094385774,Foreground Pixel Count Error,four_means,8.4347826087,0.000178094385774
450,6,170,23,7.13043478261,four_means_pe,0.000961384386756,Foreground Pixel Count Error,four_means,7.13043478261,0.000961384386756
451,26,157,22,5.95454545455,four_means_pe,0.00771503616124,Foreground Pixel Count Error,four_means,5.95454545455,0.00771503616124
452,47,198,22,6.86363636364,four_means_pe,0.00193911185488,Foreground Pixel Count Error,four_means,6.86363636364,0.00193911185488
453,20,229,8,26.125,four_means_pe,0.0,Foreground Pixel Count Error,four_means,26.125,0.0
454,28,180,10,15.2,four_means_pe,0.0,Foreground Pixel Count Error,four_means,15.2,0.0
455,19,137,6,19.6666666667,four_means_pe,0.0,Foreground Pixel Count Error,four_means,19.6666666667,0.0
456,10,225,22,9.77272727273,four_means_pe,0.0,Foreground Pixel Count Error,four_means,9.77272727273,0.0
457,11,106,23,4.13043478261,four_means_pe,0.0310496110469,Foreground Pixel Count Error,four_means,4.13043478261,0.0310496110469
458,34,225,19,10.0526315789,four_means_pe,0.0,Foreground Pixel Count Error,four_means,10.0526315789,0.0
459,17,140,16,7.6875,four_means_pe,0.000861178094056,Foreground Pixel Count Error,four_means,7.6875,0.000861178094056
460,32,230,7,28.2857142857,four_means_pe,0.0,Foreground Pixel Count Error,four_means,28.2857142857,0.0
461,5,100,25,3.8,four_means_pe,0.0286061018705,Foreground Pixel Count Error,four_means,3.8,0.0286061018705
462,4,107,9,11.4444444444,four_means_pe,0.0,Foreground Pixel Count Error,four_means,11.4444444444,0.0
463,7,156,16,9.3125,four_means_pe,0.0,Foreground Pixel Count Error,four_means,9.3125,0.0
464,8,98,17,5.29411764706,four_means_pe,0.0154942115769,Foreground Pixel Count Error,four_means,5.29411764706,0.0154942115769
